Regulon,RMST_Under_minus_Over,pvalue,RMST_Under,RMST_Over
168,19,0.862,555.814017050152,536.858940776837
169,398,0.0792,894.451660366341,496.770948464912
170,221,0.121,678.032567049808,457.396585542803
171,243,0.0204,731.485677683118,488.451415938312
172,188,0.101,675.189241671457,486.74611252649
173,146,0.0647,715.421285813429,569.361693431548
174,185,0.0353,717.765533139285,532.317448568644
175,252,0.00678,757.570473783248,506.005026640822
176,71.6,0.383,614.823341915848,543.182557817231
177,134,0.193,680.409968335346,546.734539941422
178,107,0.24,662.637915281223,555.256490562175
179,288,0.00163,765.648745572551,477.454006194797
180,278,0.00475,769.439963660398,491.754391509176
181,-21.8,0.832,548.45089268373,570.256093399348
182,139,0.336,662.290408163265,522.910082971912
183,285,0.0264,718.114272147832,433.570753512133
184,252,0.0146,761.060144869634,509.522541163325
185,232,0.0137,750.20947796683,517.786515617939
186,120,0.201,631.894285951981,512.168311717331
187,-30.7,0.818,633.963112339263,664.629800358867
188,-19.2,0.893,551.000597597598,570.239824134339
189,293,0.00576,786.198482945444,493.251075877559
190,-198,0.184,510.202709517045,708.28329070893
191,189,0.125,776.233341773477,587.576798034196
192,129,0.112,707.913372203324,578.73564694069
193,-45.5,0.615,496.523554989274,542.022727272727
194,233,0.0205,736.242213593312,503.682844970418
195,46.8,0.706,653.51652296151,606.678462036641
196,283,0.0323,846.667328531234,563.720005519157
197,344,0.0126,882.063033310316,538.378898168168
198,52.8,0.602,586.966298877275,534.166514041514
199,64.8,0.571,582.182504567873,517.399717371272
200,34.1,0.746,519.38295812152,485.27382898652
201,294,0.0331,786.081722993707,491.876549711406
202,-132,0.108,459.85846587328,591.861673282098
203,147,0.0818,711.604922664819,564.652981167059
204,95.4,0.339,574.75399884985,479.311111111111
205,117,0.28,647.219138955482,530.286434768059
206,215,0.0133,596.32888097542,381.75912477883
207,135,0.0826,705.897319308797,570.504426112197
208,26.4,0.748,513.11651377488,486.735849056604
209,187,0.0639,755.966227626296,569.276986552378
210,168,0.0371,669.91071768593,501.57983350238
211,232,0.00961,756.022102269965,524.394957570589
212,341,0.000336,844.114294288825,502.885558623382
213,165,0.106,742.192796254014,576.902351588392
214,332,0.000589,819.12954433698,487.103453800848
215,253,0.0107,748.176809461712,495.173723926659
216,134,0.167,688.559451787428,554.687846521829
217,387,0.00165,920.50527212965,533.250758212523
218,293,0.0025,761.698946696242,468.737162015668
219,156,0.137,677.799806913707,522.016501433349
220,42.3,0.636,629.634108118932,587.313772371602
221,188,0.196,715.110769230769,527.070044721998
222,239,0.0579,788.983188833,549.714233480505
223,-30.2,0.671,472.647400700731,502.805446827907
224,254,0.00419,760.481604275498,506.38500658905
225,162,0.112,684.739840161559,522.266091476416
226,395,0.0037,873.827292090007,478.704252734911
227,356,0.0176,844.162526880777,488.233821971834
228,155,0.074,693.623121517252,538.368308051263
229,148,0.219,660.697829131653,512.267672822486
230,232,0.0196,723.820696335477,491.69419838269
231,288,0.022,775.801636889855,487.37237259508
232,111,0.166,705.563148934319,594.109280311427
233,83.7,0.418,660.74006859435,577.023431385004
234,58.5,0.712,652.710014859229,594.249249249249
235,137,0.139,572.761925518134,435.985875115416
236,-129,0.144,559.596274306762,688.86494086445
237,54.3,0.573,659.119261826663,604.788316749421
238,118,0.179,587.147422992566,469.43400008738
239,-615,0.0029,456.975334642571,1071.64449815714
240,174,0.249,807.491490709028,633.768787619756
241,-22.3,0.861,548.416847498985,570.715745280057
242,-35.2,0.73,579.22423255986,614.387970963686
243,-88,0.413,507.03586854482,595.054054054054
244,-27.1,0.775,581.211679064413,608.278353897849
245,303,0.0113,803.302979055096,500.092859777947
246,99.9,0.233,673.279572387236,573.380672016109
247,-20.9,0.845,573.32411848587,594.224113917462
248,352,0.00759,875.03672740124,522.770243413436
249,346,0.0152,769.610371086234,424.038426904314
250,-139,0.194,520.007308268683,659.30863625186
251,169,0.072,705.522851967869,536.896353110609
252,196,0.0355,685.753466952198,489.366313200871
253,46.3,0.658,589.726224386247,543.402397395749
254,114,0.119,664.673315639042,550.454493804371
255,87,0.559,718.040615862573,631.085894906332
256,184,0.139,670.935885252705,486.630595923149
257,90.6,0.236,677.24310603864,586.683978148976
258,228,0.0425,831.552233514487,603.318962026819
259,134,0.111,696.400541487315,562.439132068793
260,-181,0.0284,489.92978326166,670.685175193993
261,106,0.265,664.873904473797,559.00924224715
262,-1.99,0.986,624.638870391136,626.627435046043
263,-167,0.131,527.797963983992,695.152276630038
264,9.92,0.922,536.86531986532,526.949039810132
265,-35.2,0.694,520.794627552003,555.950381894507
266,77.3,0.512,602.7991042205,525.491564033773
267,3.52,0.975,534.727614470106,531.209731692453
268,58.7,0.532,533.321447028424,474.658965968152
269,-49.9,0.737,659.676365179309,709.622181207784
270,57.1,0.631,537.242015589442,480.150949220559
271,-35.8,0.715,497.21135488301,533.061316872428
