,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
2500,TP53_code_potential_somatic,hsa-mir-93,R-2500,1.0,1.4490942834179874,-0.2388411681174332,2.6018655976729893e-08,-2.351235316729575,1.6925560614328732,1.0,1.0,44,44
2585,TP53_code_potential_somatic,hsa-mir-93,R-2585,1.0,1.4490942834179874,-0.2406427422681368,2.02827959565769e-08,-2.5134895404055446,1.8781793661264368,1.0,1.0,44,44
2605,TP53_code_potential_somatic,hsa-mir-93,R-2605,1.0,1.4490942834179874,-0.2151276289664848,5.745786311824475e-07,-3.9979568951972464,3.9460715747674784,1.0,1.0,44,44
2767,TP53_code_potential_somatic,hsa-mir-93,R-2767,1.0,1.4490942834179874,-0.2324800823125374,6.169891950145666e-08,-2.1481885159864045,1.4725835151433442,1.0,1.0,44,44
737,TP53_code_potential_somatic,hsa-mir-93,R-737,1.0,1.4490942834179874,-0.2398171181785812,2.2740570817986533e-08,-2.3665400577024864,1.7099048730970474,1.0,1.0,44,44
2885,TP53_code_potential_somatic,hsa-mir-93,R-2885,1.0,1.4490942834179874,-0.2397025802667137,2.3103520114660857e-08,-2.431007546074625,1.7820498599758163,1.0,1.0,44,44
3028,TP53_code_potential_somatic,hsa-mir-93,R-3028,1.0,1.4490942834179874,-0.2152870631604847,5.633781414602081e-07,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
998,TP53_code_potential_somatic,hsa-mir-93,R-998,1.0,1.4490942834179874,-0.2395179171026825,2.370051952866527e-08,-2.714136473896891,2.127113643059997,1.0,1.0,44,44
3134,TP53_code_potential_somatic,hsa-mir-93,R-3134,1.0,1.4490942834179874,-0.2353675500231836,4.1820190158609296e-08,-2.7712054429935358,2.190196597763548,1.0,1.0,44,44
1091,TP53_code_potential_somatic,hsa-mir-93,R-1091,1.0,1.4490942834179874,-0.2513225763614626,4.4471504479876905e-09,-4.082877145823569,4.068598480827733,1.0,1.0,44,44
3348,TP53_code_potential_somatic,hsa-mir-93,R-3348,1.0,1.4490942834179874,-0.2464311385136953,8.989688151974677e-09,-2.677642299415084,2.072626629798929,1.0,1.0,44,44
3481,TP53_code_potential_somatic,hsa-mir-93,R-3481,1.0,1.4490942834179874,-0.2133975503314929,7.107300284040329e-07,-3.2016830059018004,2.7908110279646725,1.0,1.0,44,44
1457,TP53_code_potential_somatic,hsa-mir-93,R-1457,1.0,1.4490942834179874,-0.2152870631604847,5.633781414602081e-07,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
1592,TP53_code_potential_somatic,hsa-mir-93,R-1592,1.0,1.4490942834179874,-0.2392376579052418,2.463519118078936e-08,-2.427081985123242,1.7774448732581696,1.0,1.0,44,44
3695,TP53_code_potential_somatic,hsa-mir-93,R-3695,1.0,1.4490942834179874,-0.2152870631604847,5.633781414602081e-07,-3.691876826084964,3.4622716203274218,1.0,1.0,44,44
1679,TP53_code_potential_somatic,hsa-mir-93,R-1679,1.0,1.4490942834179874,-0.2540095019716682,3.0020143844174163e-09,-2.845447915937966,2.282959966149167,1.0,1.0,44,44
1829,TP53_code_potential_somatic,hsa-mir-93,R-1829,1.0,1.4490942834179874,-0.2436474884177466,1.3329362723722302e-08,-2.4759648130934098,1.8336331829738608,1.0,1.0,44,44
1847,TP53_code_potential_somatic,hsa-mir-93,R-1847,1.0,1.4490942834179874,-0.2151276289664848,5.745786311824475e-07,-3.9979568951972464,3.9460715747674784,1.0,1.0,44,44
1926,TP53_code_potential_somatic,hsa-mir-93,R-1926,1.0,1.4490942834179874,-0.2567028758809233,2.015370246802171e-09,-2.2620619966840745,1.5939400562888568,1.0,1.0,44,44
1992,TP53_code_potential_somatic,hsa-mir-93,R-1992,1.0,1.4490942834179874,-0.283701259171446,2.8708047677169667e-11,-6.289765677644335,8.266834077923036,1.0,1.0,44,44
2395,TP53_code_potential_somatic,hsa-mir-186,R-2395,1.0,1.4687216238202767,-0.2223252203655823,2.3274151700859005e-07,-5.150558299564741,6.118148165719176,1.0,1.0,10,10
2402,TP53_code_potential_somatic,hsa-mir-186,R-2402,1.0,1.4687216238202767,-0.2088901086921258,1.2266923187905546e-06,-4.071994081112477,4.097210340020225,1.0,1.0,10,10
2446,TP53_code_potential_somatic,hsa-mir-186,R-2446,1.0,1.4687216238202767,-0.2118254550232149,8.609209898433197e-07,-4.357664220359622,4.586030275322919,1.0,1.0,10,10
2837,TP53_code_potential_somatic,hsa-mir-186,R-2837,1.0,1.4687216238202767,-0.2049485858980939,1.957863071409938e-06,-3.974528386683737,3.9415235316964607,1.0,1.0,10,10
2849,TP53_code_potential_somatic,hsa-mir-186,R-2849,1.0,1.4687216238202767,-0.2129933225848249,7.467460206658227e-07,-4.683901036932286,5.1477362864686205,1.0,1.0,10,10
983,TP53_code_potential_somatic,hsa-mir-186,R-983,1.0,1.4687216238202767,-0.2025789166011257,2.5820742261452493e-06,-3.943745896329996,3.8869689388652016,1.0,1.0,10,10
1178,TP53_code_potential_somatic,hsa-mir-186,R-1178,1.0,1.4687216238202767,-0.2025789166011257,2.5820742261452493e-06,-3.943745896329996,3.8869689388652016,1.0,1.0,10,10
1294,TP53_code_potential_somatic,hsa-mir-186,R-1294,1.0,1.4687216238202767,-0.2024849326424787,2.610395723953904e-06,-3.907684349200281,3.828538691176544,1.0,1.0,10,10
1459,TP53_code_potential_somatic,hsa-mir-186,R-1459,1.0,1.4687216238202767,-0.2009298447229437,3.124459056208473e-06,-4.40873750390834,4.664707320137264,1.0,1.0,10,10
1510,TP53_code_potential_somatic,hsa-mir-186,R-1510,1.0,1.4687216238202767,-0.22320904035406,2.078538619395735e-07,-5.291950315722478,6.292138256002819,1.0,1.0,10,10
2196,TP53_code_potential_somatic,hsa-mir-340,R-2196,1.0,3.1677527195309576,-0.2472457198911285,8.003705992867315e-09,-3.783292189881408,3.659782070028621,1.0,1.0,40,40
2202,TP53_code_potential_somatic,hsa-mir-340,R-2202,1.0,3.1677527195309576,-0.2022723805850582,2.675547596985133e-06,-3.263908615184113,2.8622599281676404,1.0,1.0,40,40
166,TP53_code_potential_somatic,hsa-mir-340,R-166,1.0,3.1677527195309576,-0.2618279839654984,9.322737814296556e-10,-3.509073498915699,3.227842761333535,1.0,1.0,40,40
171,TP53_code_potential_somatic,hsa-mir-340,R-171,1.0,3.1677527195309576,-0.333710236412779,2.978783967462992e-15,-3.651580010170996,3.3965900563366245,1.0,1.0,40,40
2224,TP53_code_potential_somatic,hsa-mir-340,R-2224,1.0,3.1677527195309576,-0.2610901373467547,1.0427783036643976e-09,-4.027138088039599,4.015255898431885,1.0,1.0,40,40
189,TP53_code_potential_somatic,hsa-mir-340,R-189,1.0,3.1677527195309576,-0.348952242083655,1.2729661517642468e-16,-4.289280476854786,4.424199744555258,1.0,1.0,40,40
218,TP53_code_potential_somatic,hsa-mir-340,R-218,1.0,3.1677527195309576,-0.2441436044258706,1.2430080175212397e-08,-5.021283714364536,5.862634033680227,1.0,1.0,40,40
2260,TP53_code_potential_somatic,hsa-mir-340,R-2260,1.0,3.1677527195309576,-0.232397382877227,6.238531194335924e-08,-5.145315267548653,6.048715611168981,1.0,1.0,40,40
274,TP53_code_potential_somatic,hsa-mir-340,R-274,1.0,3.1677527195309576,-0.3310968214117382,5.026791951391138e-15,-3.9979568951972464,3.9460715747674784,1.0,1.0,40,40
307,TP53_code_potential_somatic,hsa-mir-340,R-307,1.0,3.1677527195309576,-0.326178461915439,1.3277092232496427e-14,-3.691876826084965,3.4622716203274218,1.0,1.0,40,40
2395,TP53_code_potential_somatic,hsa-mir-340,R-2395,1.0,3.1677527195309576,-0.2510417529378552,4.632397296763964e-09,-5.150558299564741,6.118148165719176,1.0,1.0,40,40
2402,TP53_code_potential_somatic,hsa-mir-340,R-2402,1.0,3.1677527195309576,-0.2545476931310905,2.773262508204267e-09,-4.071994081112477,4.097210340020225,1.0,1.0,40,40
2446,TP53_code_potential_somatic,hsa-mir-340,R-2446,1.0,3.1677527195309576,-0.2732725057223616,1.5687006537908708e-10,-4.357664220359622,4.586030275322919,1.0,1.0,40,40
2459,TP53_code_potential_somatic,hsa-mir-340,R-2459,1.0,3.1677527195309576,-0.2260494354816446,1.440580493750866e-07,-4.813278014175692,5.456647615509163,1.0,1.0,40,40
411,TP53_code_potential_somatic,hsa-mir-340,R-411,1.0,3.1677527195309576,-0.3408805837483922,6.90719751578839e-16,-4.239317374596533,4.33468462043302,1.0,1.0,40,40
2489,TP53_code_potential_somatic,hsa-mir-340,R-2489,1.0,3.1677527195309576,-0.326178461915439,1.3277092232496427e-14,-3.691876826084964,3.4622716203274218,1.0,1.0,40,40
2605,TP53_code_potential_somatic,hsa-mir-340,R-2605,1.0,3.1677527195309576,-0.3310968214117382,5.026791951391138e-15,-3.9979568951972464,3.9460715747674784,1.0,1.0,40,40
655,TP53_code_potential_somatic,hsa-mir-340,R-655,1.0,3.1677527195309576,-0.2253705907992042,1.5731914249809798e-07,-4.886541322060414,5.612403166776667,1.0,1.0,40,40
2710,TP53_code_potential_somatic,hsa-mir-340,R-2710,1.0,3.1677527195309576,-0.214109926168991,6.512822988419032e-07,-4.159628554201553,4.288433465985633,1.0,1.0,40,40
2760,TP53_code_potential_somatic,hsa-mir-340,R-2760,1.0,3.1677527195309576,-0.2375755282214846,3.0956395340223866e-08,-4.331595039607768,4.5691760194036135,1.0,1.0,40,40
2837,TP53_code_potential_somatic,hsa-mir-340,R-2837,1.0,3.1677527195309576,-0.2546636819102441,2.726227944633519e-09,-3.974528386683737,3.9415235316964607,1.0,1.0,40,40
2849,TP53_code_potential_somatic,hsa-mir-340,R-2849,1.0,3.1677527195309576,-0.2207382939694903,2.848098505409777e-07,-4.683901036932286,5.1477362864686205,1.0,1.0,40,40
2892,TP53_code_potential_somatic,hsa-mir-340,R-2892,1.0,3.1677527195309576,-0.2427410187788574,1.513790333575461e-08,-4.943306520789075,5.71236565531667,1.0,1.0,40,40
2950,TP53_code_potential_somatic,hsa-mir-340,R-2950,1.0,3.1677527195309576,-0.2279635324507627,1.1221628421909114e-07,-4.80078549472432,5.424096480604796,1.0,1.0,40,40
3028,TP53_code_potential_somatic,hsa-mir-340,R-3028,1.0,3.1677527195309576,-0.326178461915439,1.3277092232496427e-14,-3.691876826084964,3.4622716203274218,1.0,1.0,40,40
983,TP53_code_potential_somatic,hsa-mir-340,R-983,1.0,3.1677527195309576,-0.2070156687621623,1.5338641424297938e-06,-3.943745896329996,3.8869689388652016,1.0,1.0,40,40
1091,TP53_code_potential_somatic,hsa-mir-340,R-1091,1.0,3.1677527195309576,-0.3513344855637698,7.655064614694896e-17,-4.082877145823569,4.068598480827733,1.0,1.0,40,40
1178,TP53_code_potential_somatic,hsa-mir-340,R-1178,1.0,3.1677527195309576,-0.2070156687621623,1.5338641424297938e-06,-3.943745896329996,3.8869689388652016,1.0,1.0,40,40
1234,TP53_code_potential_somatic,hsa-mir-340,R-1234,1.0,3.1677527195309576,-0.211565991590209,8.884724587693296e-07,-4.085784211278782,4.125449035403776,1.0,1.0,40,40
1294,TP53_code_potential_somatic,hsa-mir-340,R-1294,1.0,3.1677527195309576,-0.2103484721259175,1.0294635307433393e-06,-3.907684349200281,3.828538691176544,1.0,1.0,40,40
1312,TP53_code_potential_somatic,hsa-mir-340,R-1312,1.0,3.1677527195309576,-0.2047357114257209,2.007413368071572e-06,-4.147160326053042,4.268432046155161,1.0,1.0,40,40
1457,TP53_code_potential_somatic,hsa-mir-340,R-1457,1.0,3.1677527195309576,-0.326178461915439,1.3277092232496427e-14,-3.691876826084964,3.4622716203274218,1.0,1.0,40,40
1459,TP53_code_potential_somatic,hsa-mir-340,R-1459,1.0,3.1677527195309576,-0.2827157978691998,3.380872162066618e-11,-4.40873750390834,4.664707320137264,1.0,1.0,40,40
1510,TP53_code_potential_somatic,hsa-mir-340,R-1510,1.0,3.1677527195309576,-0.2490662359202902,6.164304641805213e-09,-5.291950315722478,6.292138256002819,1.0,1.0,40,40
3643,TP53_code_potential_somatic,hsa-mir-340,R-3643,1.0,3.1677527195309576,-0.2395815940557967,2.349299048678885e-08,-5.701396458477517,7.233946852471617,1.0,1.0,40,40
3695,TP53_code_potential_somatic,hsa-mir-340,R-3695,1.0,3.1677527195309576,-0.326178461915439,1.3277092232496427e-14,-3.691876826084964,3.4622716203274218,1.0,1.0,40,40
3707,TP53_code_potential_somatic,hsa-mir-340,R-3707,1.0,3.1677527195309576,-0.2022723805850582,2.675547596985133e-06,-3.263908615184113,2.8622599281676404,1.0,1.0,40,40
1820,TP53_code_potential_somatic,hsa-mir-340,R-1820,1.0,3.1677527195309576,-0.2568080637591689,1.98406478020598e-09,-3.87524205313755,3.7731737613736094,1.0,1.0,40,40
1847,TP53_code_potential_somatic,hsa-mir-340,R-1847,1.0,3.1677527195309576,-0.3310968214117382,5.026791951391138e-15,-3.9979568951972464,3.9460715747674784,1.0,1.0,40,40
2006,TP53_code_potential_somatic,hsa-mir-340,R-2006,1.0,3.1677527195309576,-0.2818448744788213,3.9045063060440094e-11,-5.636617791246377,7.039282191036438,1.0,1.0,40,40
2426,TP53_code_potential_somatic,hsa-mir-197,R-2426,1.0,2.8860936381502365,-0.2063514133563215,1.6594573704998114e-06,-3.5068382408291683,3.207913354213179,1.0,1.0,3,3
3033,TP53_code_potential_somatic,hsa-mir-197,R-3033,1.0,2.8860936381502365,-0.2053154135102746,1.8752143679334756e-06,-3.555754497322036,3.300892429161315,1.0,1.0,3,3
1510,TP53_code_potential_somatic,hsa-mir-197,R-1510,1.0,2.8860936381502365,-0.2304687772352474,8.065346167781746e-08,-5.291950315722478,6.292138256002819,1.0,1.0,3,3
2260,TP53_code_potential_somatic,hsa-mir-552,R-2260,1.0,1.354718618839407,-0.200440660636298,3.305274329991065e-06,-5.145315267548653,6.048715611168981,1.0,1.0,1,1
61,TP53_code_potential_somatic,hsa-mir-577,R-61,1.0,1.603446159398706,-0.296583119051601,3.1887830435262925e-12,-3.519280566723334,3.253544679426722,1.0,0.9692307692307692,65,63
2196,TP53_code_potential_somatic,hsa-mir-577,R-2196,1.0,1.603446159398706,-0.2554509044698344,2.426862109602282e-09,-3.783292189881408,3.659782070028621,1.0,0.9692307692307692,65,63
2202,TP53_code_potential_somatic,hsa-mir-577,R-2202,1.0,1.603446159398706,-0.2268470236453179,1.298525146132823e-07,-3.263908615184113,2.8622599281676404,1.0,0.9692307692307692,65,63
166,TP53_code_potential_somatic,hsa-mir-577,R-166,1.0,1.603446159398706,-0.260660491150732,1.1128855678057202e-09,-3.509073498915699,3.227842761333535,1.0,0.9692307692307692,65,63
171,TP53_code_potential_somatic,hsa-mir-577,R-171,1.0,1.603446159398706,-0.2305105482806917,8.0207973922875e-08,-3.651580010170996,3.3965900563366245,1.0,0.9692307692307692,65,63
177,TP53_code_potential_somatic,hsa-mir-577,R-177,1.0,1.603446159398706,-0.2132437572234983,7.242315272069653e-07,-3.029031294595871,2.538136365654996,1.0,0.9692307692307692,65,63
2224,TP53_code_potential_somatic,hsa-mir-577,R-2224,1.0,1.603446159398706,-0.2241625131179121,1.8388415700897756e-07,-4.027138088039599,4.015255898431885,1.0,0.9692307692307692,65,63
189,TP53_code_potential_somatic,hsa-mir-577,R-189,1.0,1.603446159398706,-0.2451025818737977,1.0855478188170244e-08,-4.289280476854786,4.424199744555258,1.0,0.9692307692307692,65,63
218,TP53_code_potential_somatic,hsa-mir-577,R-218,1.0,1.603446159398706,-0.2505933953143446,4.94378029526258e-09,-5.021283714364536,5.862634033680227,1.0,0.9692307692307692,65,63
2260,TP53_code_potential_somatic,hsa-mir-577,R-2260,1.0,1.603446159398706,-0.2864610514037832,1.8096966581463268e-11,-5.145315267548653,6.048715611168981,1.0,0.9692307692307692,65,63
274,TP53_code_potential_somatic,hsa-mir-577,R-274,1.0,1.603446159398706,-0.2290946614191271,9.671613061662664e-08,-3.9979568951972464,3.9460715747674784,1.0,0.9692307692307692,65,63
307,TP53_code_potential_somatic,hsa-mir-577,R-307,1.0,1.603446159398706,-0.2253818878441873,1.5708912171019305e-07,-3.691876826084965,3.4622716203274218,1.0,0.9692307692307692,65,63
2395,TP53_code_potential_somatic,hsa-mir-577,R-2395,1.0,1.603446159398706,-0.2762537855086311,9.724439562910127e-11,-5.150558299564741,6.118148165719176,1.0,0.9692307692307692,65,63
2402,TP53_code_potential_somatic,hsa-mir-577,R-2402,1.0,1.603446159398706,-0.2388678756947002,2.5923151139444723e-08,-4.071994081112477,4.097210340020225,1.0,0.9692307692307692,65,63
2426,TP53_code_potential_somatic,hsa-mir-577,R-2426,1.0,1.603446159398706,-0.2355325698513275,4.089471934188898e-08,-3.5068382408291683,3.207913354213179,1.0,0.9692307692307692,65,63
2431,TP53_code_potential_somatic,hsa-mir-577,R-2431,1.0,1.603446159398706,-0.3201125858165817,4.294141013347498e-14,-3.5455514745526564,3.284901311565388,1.0,0.9692307692307692,65,63
2446,TP53_code_potential_somatic,hsa-mir-577,R-2446,1.0,1.603446159398706,-0.2615327857890022,9.750455068072668e-10,-4.357664220359622,4.586030275322919,1.0,0.9692307692307692,65,63
2451,TP53_code_potential_somatic,hsa-mir-577,R-2451,1.0,1.603446159398706,-0.2801891868594812,5.1268849632475546e-11,-3.9724451815699338,3.953909917688644,1.0,0.9692307692307692,65,63
2459,TP53_code_potential_somatic,hsa-mir-577,R-2459,1.0,1.603446159398706,-0.2387315746197311,2.6414133730338896e-08,-4.813278014175692,5.456647615509163,1.0,0.9692307692307692,65,63
411,TP53_code_potential_somatic,hsa-mir-577,R-411,1.0,1.603446159398706,-0.2267361933803372,1.3174236577527622e-07,-4.239317374596533,4.33468462043302,1.0,0.9692307692307692,65,63
2465,TP53_code_potential_somatic,hsa-mir-577,R-2465,1.0,1.603446159398706,-0.2315792744504222,6.958521966000984e-08,-3.601992516685981,3.36129744195122,1.0,0.9692307692307692,65,63
2489,TP53_code_potential_somatic,hsa-mir-577,R-2489,1.0,1.603446159398706,-0.2253818878441873,1.5708912171019305e-07,-3.691876826084964,3.4622716203274218,1.0,0.9692307692307692,65,63
2605,TP53_code_potential_somatic,hsa-mir-577,R-2605,1.0,1.603446159398706,-0.2290946614191271,9.671613061662664e-08,-3.9979568951972464,3.9460715747674784,1.0,0.9692307692307692,65,63
635,TP53_code_potential_somatic,hsa-mir-577,R-635,1.0,1.603446159398706,-0.2562180111111591,2.165985964671716e-09,-3.8160816098451473,3.687436038781843,1.0,0.9692307692307692,65,63
651,TP53_code_potential_somatic,hsa-mir-577,R-651,1.0,1.603446159398706,-0.3170410157019487,7.702825970495124e-14,-3.633913046765866,3.4228765584767658,1.0,0.9692307692307692,65,63
655,TP53_code_potential_somatic,hsa-mir-577,R-655,1.0,1.603446159398706,-0.2435270994306608,1.3556910146500734e-08,-4.886541322060414,5.612403166776667,1.0,0.9692307692307692,65,63
2710,TP53_code_potential_somatic,hsa-mir-577,R-2710,1.0,1.603446159398706,-0.2383000217188535,2.8028740903966782e-08,-4.159628554201553,4.288433465985633,1.0,0.9692307692307692,65,63
679,TP53_code_potential_somatic,hsa-mir-577,R-679,1.0,1.603446159398706,-0.2220352168609148,2.4151597454302405e-07,-2.89280639322528,2.360419197686169,1.0,0.9692307692307692,65,63
2760,TP53_code_potential_somatic,hsa-mir-577,R-2760,1.0,1.603446159398706,-0.2342125209425352,4.888878986381579e-08,-4.331595039607768,4.5691760194036135,1.0,0.9692307692307692,65,63
2798,TP53_code_potential_somatic,hsa-mir-577,R-2798,1.0,1.603446159398706,-0.2225626077145649,2.257884022930188e-07,-3.907840515164789,3.854908402665824,1.0,0.9692307692307692,65,63
2830,TP53_code_potential_somatic,hsa-mir-577,R-2830,1.0,1.603446159398706,-0.3122147808321407,1.9034062750109785e-13,-3.1465192074344945,2.705293984099572,1.0,0.9692307692307692,65,63
2837,TP53_code_potential_somatic,hsa-mir-577,R-2837,1.0,1.603446159398706,-0.2471610424607633,8.10110410022096e-09,-3.974528386683737,3.9415235316964607,1.0,0.9692307692307692,65,63
2849,TP53_code_potential_somatic,hsa-mir-577,R-2849,1.0,1.603446159398706,-0.2496675797335674,5.652322811396713e-09,-4.683901036932286,5.1477362864686205,1.0,0.9692307692307692,65,63
2864,TP53_code_potential_somatic,hsa-mir-577,R-2864,1.0,1.603446159398706,-0.324277708080301,1.9234345467162785e-14,-3.2593940890407422,2.8645310708042344,1.0,0.9692307692307692,65,63
2892,TP53_code_potential_somatic,hsa-mir-577,R-2892,1.0,1.603446159398706,-0.2555381984167246,2.3957025197214233e-09,-4.943306520789075,5.71236565531667,1.0,0.9692307692307692,65,63
2940,TP53_code_potential_somatic,hsa-mir-577,R-2940,1.0,1.603446159398706,-0.2487615926947431,6.4405650189555864e-09,-3.343154370155658,2.988959251244291,1.0,0.9692307692307692,65,63
2950,TP53_code_potential_somatic,hsa-mir-577,R-2950,1.0,1.603446159398706,-0.2287154204033203,1.0166715416925899e-07,-4.80078549472432,5.424096480604796,1.0,0.9692307692307692,65,63
970,TP53_code_potential_somatic,hsa-mir-577,R-970,1.0,1.603446159398706,-0.2009494969858873,3.117396463087589e-06,-2.802503626779881,2.243686882303346,1.0,0.9692307692307692,65,63
3028,TP53_code_potential_somatic,hsa-mir-577,R-3028,1.0,1.603446159398706,-0.2253818878441873,1.5708912171019305e-07,-3.691876826084964,3.4622716203274218,1.0,0.9692307692307692,65,63
983,TP53_code_potential_somatic,hsa-mir-577,R-983,1.0,1.603446159398706,-0.2450702597383378,1.0905251075746804e-08,-3.943745896329996,3.8869689388652016,1.0,0.9692307692307692,65,63
3033,TP53_code_potential_somatic,hsa-mir-577,R-3033,1.0,1.603446159398706,-0.2990369414201889,2.0715974695336576e-12,-3.555754497322036,3.300892429161315,1.0,0.9692307692307692,65,63
1091,TP53_code_potential_somatic,hsa-mir-577,R-1091,1.0,1.603446159398706,-0.2394147726749868,2.404044663283125e-08,-4.082877145823569,4.068598480827733,1.0,0.9692307692307692,65,63
3180,TP53_code_potential_somatic,hsa-mir-577,R-3180,1.0,1.603446159398706,-0.3136450957791101,1.4582768930086597e-13,-3.286632559683033,2.906323742240954,1.0,0.9692307692307692,65,63
1138,TP53_code_potential_somatic,hsa-mir-577,R-1138,1.0,1.603446159398706,-0.2562180111111591,2.165985964671716e-09,-3.8160816098451473,3.687436038781843,1.0,0.9692307692307692,65,63
1178,TP53_code_potential_somatic,hsa-mir-577,R-1178,1.0,1.603446159398706,-0.2450702597383378,1.0905251075746804e-08,-3.943745896329996,3.8869689388652016,1.0,0.9692307692307692,65,63
1234,TP53_code_potential_somatic,hsa-mir-577,R-1234,1.0,1.603446159398706,-0.2583183856892448,1.5834286225484143e-09,-4.085784211278782,4.125449035403776,1.0,0.9692307692307692,65,63
1294,TP53_code_potential_somatic,hsa-mir-577,R-1294,1.0,1.603446159398706,-0.2342338003534115,4.8748689966645254e-08,-3.907684349200281,3.828538691176544,1.0,0.9692307692307692,65,63
1312,TP53_code_potential_somatic,hsa-mir-577,R-1312,1.0,1.603446159398706,-0.2201318380410931,3.075325203580097e-07,-4.147160326053042,4.268432046155161,1.0,0.9692307692307692,65,63
3449,TP53_code_potential_somatic,hsa-mir-577,R-3449,1.0,1.603446159398706,-0.240153909787622,2.1705026057545175e-08,-3.3248050686989163,2.9532934570364198,1.0,0.9692307692307692,65,63
3459,TP53_code_potential_somatic,hsa-mir-577,R-3459,1.0,1.603446159398706,-0.216412454952169,4.900798174217591e-07,-3.0168699630654734,2.5235994783321085,1.0,0.9692307692307692,65,63
3481,TP53_code_potential_somatic,hsa-mir-577,R-3481,1.0,1.603446159398706,-0.2103159843399383,1.0335052091905164e-06,-3.2016830059018004,2.7908110279646725,1.0,0.9692307692307692,65,63
1457,TP53_code_potential_somatic,hsa-mir-577,R-1457,1.0,1.603446159398706,-0.2253818878441873,1.5708912171019305e-07,-3.691876826084964,3.4622716203274218,1.0,0.9692307692307692,65,63
1459,TP53_code_potential_somatic,hsa-mir-577,R-1459,1.0,1.603446159398706,-0.262644876818776,8.232036951361568e-10,-4.40873750390834,4.664707320137264,1.0,0.9692307692307692,65,63
1510,TP53_code_potential_somatic,hsa-mir-577,R-1510,1.0,1.603446159398706,-0.2720875347913047,1.89402751223803e-10,-5.291950315722478,6.292138256002819,1.0,0.9692307692307692,65,63
3604,TP53_code_potential_somatic,hsa-mir-577,R-3604,1.0,1.603446159398706,-0.3097052612176608,3.026971888665421e-13,-2.7655238861184563,2.193002656274265,1.0,0.9692307692307692,65,63
3643,TP53_code_potential_somatic,hsa-mir-577,R-3643,1.0,1.603446159398706,-0.2421452273849665,1.645371211513687e-08,-5.701396458477517,7.233946852471617,1.0,0.9692307692307692,65,63
1645,TP53_code_potential_somatic,hsa-mir-577,R-1645,1.0,1.603446159398706,-0.2029530663652516,2.472215075170781e-06,-2.6665765808546285,2.071986757182368,1.0,0.9692307692307692,65,63
3695,TP53_code_potential_somatic,hsa-mir-577,R-3695,1.0,1.603446159398706,-0.2253818878441873,1.5708912171019305e-07,-3.691876826084964,3.4622716203274218,1.0,0.9692307692307692,65,63
3707,TP53_code_potential_somatic,hsa-mir-577,R-3707,1.0,1.603446159398706,-0.2268470236453179,1.298525146132823e-07,-3.263908615184113,2.8622599281676404,1.0,0.9692307692307692,65,63
1820,TP53_code_potential_somatic,hsa-mir-577,R-1820,1.0,1.603446159398706,-0.241706500743301,1.7492771160390152e-08,-3.87524205313755,3.7731737613736094,1.0,0.9692307692307692,65,63
1847,TP53_code_potential_somatic,hsa-mir-577,R-1847,1.0,1.603446159398706,-0.2290946614191271,9.671613061662664e-08,-3.9979568951972464,3.9460715747674784,1.0,0.9692307692307692,65,63
1916,TP53_code_potential_somatic,hsa-mir-577,R-1916,1.0,1.603446159398706,-0.2153077794746702,5.61938290433317e-07,-3.4216943064753207,3.087516363305095,1.0,0.9692307692307692,65,63
2006,TP53_code_potential_somatic,hsa-mir-577,R-2006,1.0,1.603446159398706,-0.2683763732929465,3.3974871792477877e-10,-5.636617791246377,7.039282191036438,1.0,0.9692307692307692,65,63
2123,TP53_code_potential_somatic,hsa-mir-20b,R-2123,1.0,1.3967180325955764,-0.2446827628301504,1.1519447453187974e-08,-2.3471108080392065,1.6877902524323334,1.0,1.0,44,44
86,TP53_code_potential_somatic,hsa-mir-20b,R-86,1.0,1.3967180325955764,-0.2267531867191639,1.3145088701710566e-07,-2.7011653024051703,2.107511065636327,1.0,1.0,44,44
97,TP53_code_potential_somatic,hsa-mir-20b,R-97,1.0,1.3967180325955764,-0.2283626015581911,1.0649225415016255e-07,-2.5722024670933994,1.9502154078615224,1.0,1.0,44,44
2161,TP53_code_potential_somatic,hsa-mir-20b,R-2161,1.0,1.3967180325955764,-0.2376437189839335,3.066869307337811e-08,-2.530359775665476,1.8977888362092088,1.0,1.0,44,44
117,TP53_code_potential_somatic,hsa-mir-20b,R-117,1.0,1.3967180325955764,-0.2569321129121345,1.947752721430429e-09,-2.501897605150305,1.8632975388444424,1.0,1.0,44,44
171,TP53_code_potential_somatic,hsa-mir-20b,R-171,1.0,1.3967180325955764,-0.2276313644459732,1.1720608284403565e-07,-3.651580010170996,3.3965900563366245,1.0,1.0,44,44
189,TP53_code_potential_somatic,hsa-mir-20b,R-189,1.0,1.3967180325955764,-0.2577591072652381,1.7216529603144294e-09,-4.289280476854786,4.424199744555258,1.0,1.0,44,44
192,TP53_code_potential_somatic,hsa-mir-20b,R-192,1.0,1.3967180325955764,-0.2233316386397394,2.0461103382332361e-07,-2.414016882657389,1.7654806321974676,1.0,1.0,44,44
