,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
1996,CNTN6_code_potential_somatic,hsa-mir-375,R-1996,-1.0,2.109426402903277,-0.2549245962105362,2.623238359643823e-09,3.240993911215789,1.4288843320895268,1.0,0.5737704918032787,61,35
2021,CNTN6_code_potential_somatic,hsa-mir-375,R-2021,-1.0,2.109426402903277,-0.2517278519567262,4.192425232909856e-09,3.42767711334386,1.524635538468398,1.0,0.5737704918032787,61,35
2032,CNTN6_code_potential_somatic,hsa-mir-375,R-2032,-1.0,2.109426402903277,-0.2372028165364211,3.2575620022607625e-08,2.938473582646988,1.321553812647272,1.0,0.5737704918032787,61,35
2104,NF1_code_potential_somatic,hsa-mir-181d,R-2104,-1.0,3.0438713282849283,-0.2021486538470451,2.714186109972638e-06,3.85487470862928,3.280217365946696,1.0,0.8709677419354839,31,27
61,NF1_code_potential_somatic,hsa-mir-181d,R-61,-1.0,3.0438713282849283,-0.2061237077961346,1.7047355151062505e-06,2.8279208234184137,2.076705770355798,1.0,0.8709677419354839,31,27
177,NF1_code_potential_somatic,hsa-mir-181d,R-177,-1.0,3.0438713282849283,-0.2232312063820428,2.0726390706394173e-07,3.709563656791141,3.074819858593739,1.0,0.8709677419354839,31,27
377,NF1_code_potential_somatic,hsa-mir-181d,R-377,-1.0,3.0438713282849283,-0.2070068023509692,1.5354788894140578e-06,4.15651933968563,3.654319451712656,1.0,0.8709677419354839,31,27
2426,NF1_code_potential_somatic,hsa-mir-181d,R-2426,-1.0,3.0438713282849283,-0.3642001318274137,4.5528560092059e-18,5.4274157374454415,5.313366454749797,1.0,0.8709677419354839,31,27
2431,NF1_code_potential_somatic,hsa-mir-181d,R-2431,-1.0,3.0438713282849283,-0.2156266467091811,5.402173161186536e-07,2.817433097469465,2.06269017254485,1.0,0.8709677419354839,31,27
2451,NF1_code_potential_somatic,hsa-mir-181d,R-2451,-1.0,3.0438713282849283,-0.2304126770335164,8.125553043145739e-08,4.241708163260007,3.759804858857838,1.0,0.8709677419354839,31,27
415,NF1_code_potential_somatic,hsa-mir-181d,R-415,-1.0,3.0438713282849283,-0.2025482065769023,2.591296000823608e-06,4.131537358597671,3.602715755484827,1.0,0.8709677419354839,31,27
576,NF1_code_potential_somatic,hsa-mir-181d,R-576,-1.0,3.0438713282849283,-0.2136782125476242,6.867115350675448e-07,4.111207668775659,3.598174889066248,1.0,0.8709677419354839,31,27
626,NF1_code_potential_somatic,hsa-mir-181d,R-626,-1.0,3.0438713282849283,-0.2330268980719384,5.7340636820079155e-08,4.290146056808485,3.786305138917828,1.0,0.8709677419354839,31,27
651,NF1_code_potential_somatic,hsa-mir-181d,R-651,-1.0,3.0438713282849283,-0.2085609230256467,1.2759805138308892e-06,3.35317951461816,2.6557072530469563,1.0,0.8709677419354839,31,27
679,NF1_code_potential_somatic,hsa-mir-181d,R-679,-1.0,3.0438713282849283,-0.2301898076976166,8.36905200907273e-08,3.86394062605118,3.2783422435502967,1.0,0.8709677419354839,31,27
738,NF1_code_potential_somatic,hsa-mir-181d,R-738,-1.0,3.0438713282849283,-0.2130474076931029,7.418274720780337e-07,4.676205947358937,4.318255404821536,1.0,0.8709677419354839,31,27
2798,NF1_code_potential_somatic,hsa-mir-181d,R-2798,-1.0,3.0438713282849283,-0.2196576396525253,3.265058140610433e-07,3.6181166000264433,2.9597921334330843,1.0,0.8709677419354839,31,27
2940,NF1_code_potential_somatic,hsa-mir-181d,R-2940,-1.0,3.0438713282849283,-0.2105004101722724,1.0107620307068835e-06,4.371761408657927,3.897656045658005,1.0,0.8709677419354839,31,27
3013,NF1_code_potential_somatic,hsa-mir-181d,R-3013,-1.0,3.0438713282849283,-0.2156343040643025,5.397057607591251e-07,3.8952549043862215,3.307848073107992,1.0,0.8709677419354839,31,27
970,NF1_code_potential_somatic,hsa-mir-181d,R-970,-1.0,3.0438713282849283,-0.2083790809924496,1.3040160411344402e-06,4.010205784031461,3.4501574134559063,1.0,0.8709677419354839,31,27
995,NF1_code_potential_somatic,hsa-mir-181d,R-995,-1.0,3.0438713282849283,-0.2139837007150962,6.614552685640149e-07,3.859763900469754,3.2675617357270377,1.0,0.8709677419354839,31,27
1067,NF1_code_potential_somatic,hsa-mir-181d,R-1067,-1.0,3.0438713282849283,-0.2055894662198801,1.8156609929280485e-06,4.063606260988841,3.5268644430971845,1.0,0.8709677419354839,31,27
3231,NF1_code_potential_somatic,hsa-mir-181d,R-3231,-1.0,3.0438713282849283,-0.2467759613053695,8.558720857926101e-09,4.499114353089519,4.057643987973532,1.0,0.8709677419354839,31,27
3449,NF1_code_potential_somatic,hsa-mir-181d,R-3449,-1.0,3.0438713282849283,-0.2628284375630346,8.004599419363185e-10,4.103730178924136,3.551542340485354,1.0,0.8709677419354839,31,27
3459,NF1_code_potential_somatic,hsa-mir-181d,R-3459,-1.0,3.0438713282849283,-0.2178006101299957,4.12241927546912e-07,3.957083364980644,3.384809268560664,1.0,0.8709677419354839,31,27
3481,NF1_code_potential_somatic,hsa-mir-181d,R-3481,-1.0,3.0438713282849283,-0.2024401169640844,2.6240051117609835e-06,3.761451518630369,3.133451814233517,1.0,0.8709677419354839,31,27
1459,NF1_code_potential_somatic,hsa-mir-181d,R-1459,-1.0,3.0438713282849283,-0.2361145048643348,3.778651779658802e-08,2.074202362234133,1.3252108435828849,1.0,0.8709677419354839,31,27
3604,NF1_code_potential_somatic,hsa-mir-181d,R-3604,-1.0,3.0438713282849283,-0.2300482675334792,8.527335722022389e-08,2.68617738307999,1.9419986012712065,1.0,0.8709677419354839,31,27
1645,NF1_code_potential_somatic,hsa-mir-181d,R-1645,-1.0,3.0438713282849283,-0.2089258161481126,1.2214570775132388e-06,4.0383411340674895,3.4702790701574098,1.0,0.8709677419354839,31,27
1853,NF1_code_potential_somatic,hsa-mir-181d,R-1853,-1.0,3.0438713282849283,-0.2012470204324431,3.012320799262689e-06,4.011434497951558,3.456863216528573,1.0,0.8709677419354839,31,27
2053,NF1_code_potential_somatic,hsa-mir-551b,R-2053,-1.0,1.5175461808514097,-0.281069466518114,4.43671535087448e-11,6.584433419785891,6.744588592214545,1.0,0.8181818181818182,22,18
2196,NF1_code_potential_somatic,hsa-mir-551b,R-2196,-1.0,1.5175461808514097,-0.2132957478102483,7.19639936275046e-07,4.796227557178378,4.454861743452259,1.0,0.8181818181818182,22,18
158,NF1_code_potential_somatic,hsa-mir-551b,R-158,-1.0,1.5175461808514097,-0.202193147110487,2.700230266182765e-06,2.152344961292235,1.3907527289423882,1.0,0.8181818181818182,22,18
166,NF1_code_potential_somatic,hsa-mir-551b,R-166,-1.0,1.5175461808514097,-0.2239501111223285,1.88981378166648e-07,5.439114518586517,5.279566706097876,1.0,0.8181818181818182,22,18
218,NF1_code_potential_somatic,hsa-mir-551b,R-218,-1.0,1.5175461808514097,-0.2105118559030853,1.0093665030398296e-06,4.520285624474771,4.089163275755548,1.0,0.8181818181818182,22,18
246,NF1_code_potential_somatic,hsa-mir-551b,R-246,-1.0,1.5175461808514097,-0.2296924020296827,8.938172432913256e-08,2.539719827728878,1.7654244756114437,1.0,0.8181818181818182,22,18
257,NF1_code_potential_somatic,hsa-mir-551b,R-257,-1.0,1.5175461808514097,-0.2023901426464504,2.6392611240151207e-06,2.106281356195548,1.3478748447658218,1.0,0.8181818181818182,22,18
290,NF1_code_potential_somatic,hsa-mir-551b,R-290,-1.0,1.5175461808514097,-0.2173240002264965,4.3751997454155e-07,2.248991020163272,1.4804873002379573,1.0,0.8181818181818182,22,18
356,NF1_code_potential_somatic,hsa-mir-551b,R-356,-1.0,1.5175461808514097,-0.2210957715480492,2.7218265068889944e-07,2.067003855932447,1.3122956870270883,1.0,0.8181818181818182,22,18
2459,NF1_code_potential_somatic,hsa-mir-551b,R-2459,-1.0,1.5175461808514097,-0.2027715595352308,2.5249388938940773e-06,4.016293386248249,3.457131523282829,1.0,0.8181818181818182,22,18
572,NF1_code_potential_somatic,hsa-mir-551b,R-572,-1.0,1.5175461808514097,-0.2234656826562317,2.011212594938105e-07,5.779902212374264,5.9133597486860205,1.0,0.8181818181818182,22,18
646,NF1_code_potential_somatic,hsa-mir-551b,R-646,-1.0,1.5175461808514097,-0.24608422002483,9.444472557885027e-09,5.937119665783256,5.943413122956448,1.0,0.8181818181818182,22,18
2760,NF1_code_potential_somatic,hsa-mir-551b,R-2760,-1.0,1.5175461808514097,-0.2222515485489413,2.349410031061704e-07,5.111989915211364,4.824275640607158,1.0,0.8181818181818182,22,18
2892,NF1_code_potential_somatic,hsa-mir-551b,R-2892,-1.0,1.5175461808514097,-0.2087247904252432,1.2512122300986555e-06,4.554589375509928,4.1218947709638,1.0,0.8181818181818182,22,18
3010,NF1_code_potential_somatic,hsa-mir-551b,R-3010,-1.0,1.5175461808514097,-0.2186834628736159,3.690814345241283e-07,5.19596111055741,5.077083232588056,1.0,0.8181818181818182,22,18
3643,NF1_code_potential_somatic,hsa-mir-551b,R-3643,-1.0,1.5175461808514097,-0.2416340876432656,1.767027055180246e-08,3.5259178403073554,2.8809626561520325,1.0,0.8181818181818182,22,18
2006,NF1_code_potential_somatic,hsa-mir-551b,R-2006,-1.0,1.5175461808514097,-0.2113289359964003,9.143830361970614e-07,3.63761072174081,3.0003070750431178,1.0,0.8181818181818182,22,18
3267,NF1_code_potential_somatic,hsa-mir-551b,R-3267,-1.0,1.5175461808514097,-0.208168463424744,1.3372265963987956e-06,2.575069320585954,1.8151369138425832,1.0,0.8181818181818182,22,18
2053,NF1_code_potential_somatic,hsa-mir-153,R-2053,-1.0,2.215581646006968,-0.3190229832551203,5.287291550363615e-14,6.584433419785891,6.744588592214545,1.0,0.4516129032258064,62,28
61,NF1_code_potential_somatic,hsa-mir-153,R-61,-1.0,2.215581646006968,-0.2374182158287523,3.163010283034832e-08,2.8279208234184137,2.076705770355798,1.0,0.4516129032258064,62,28
177,NF1_code_potential_somatic,hsa-mir-153,R-177,-1.0,2.215581646006968,-0.2300669854092817,8.50623896154278e-08,3.709563656791141,3.074819858593739,1.0,0.4516129032258064,62,28
2426,NF1_code_potential_somatic,hsa-mir-153,R-2426,-1.0,2.215581646006968,-0.3007745181635994,1.5225851395817833e-12,5.4274157374454415,5.313366454749797,1.0,0.4516129032258064,62,28
2431,NF1_code_potential_somatic,hsa-mir-153,R-2431,-1.0,2.215581646006968,-0.2626624484535148,8.209995954668091e-10,2.817433097469465,2.06269017254485,1.0,0.4516129032258064,62,28
2451,NF1_code_potential_somatic,hsa-mir-153,R-2451,-1.0,2.215581646006968,-0.2616557872321735,9.569966466233626e-10,4.241708163260007,3.759804858857838,1.0,0.4516129032258064,62,28
572,NF1_code_potential_somatic,hsa-mir-153,R-572,-1.0,2.215581646006968,-0.2420885628931255,1.6584473081457147e-08,5.779902212374264,5.9133597486860205,1.0,0.4516129032258064,62,28
626,NF1_code_potential_somatic,hsa-mir-153,R-626,-1.0,2.215581646006968,-0.2120646844117615,8.36246474187585e-07,4.290146056808485,3.786305138917828,1.0,0.4516129032258064,62,28
646,NF1_code_potential_somatic,hsa-mir-153,R-646,-1.0,2.215581646006968,-0.3174251735513291,7.162592765273488e-14,5.937119665783256,5.943413122956448,1.0,0.4516129032258064,62,28
651,NF1_code_potential_somatic,hsa-mir-153,R-651,-1.0,2.215581646006968,-0.2641466067583076,6.541648544261937e-10,3.35317951461816,2.6557072530469563,1.0,0.4516129032258064,62,28
679,NF1_code_potential_somatic,hsa-mir-153,R-679,-1.0,2.215581646006968,-0.2288767086653032,9.953233392802978e-08,3.86394062605118,3.2783422435502967,1.0,0.4516129032258064,62,28
738,NF1_code_potential_somatic,hsa-mir-153,R-738,-1.0,2.215581646006968,-0.2033767200908797,2.353222304878981e-06,4.676205947358937,4.318255404821536,1.0,0.4516129032258064,62,28
2798,NF1_code_potential_somatic,hsa-mir-153,R-2798,-1.0,2.215581646006968,-0.2198470647129644,3.187952735742455e-07,3.6181166000264433,2.9597921334330843,1.0,0.4516129032258064,62,28
2830,NF1_code_potential_somatic,hsa-mir-153,R-2830,-1.0,2.215581646006968,-0.2721366225232126,1.8793326281351432e-10,3.29844231123336,2.582584161564337,1.0,0.4516129032258064,62,28
2864,NF1_code_potential_somatic,hsa-mir-153,R-2864,-1.0,2.215581646006968,-0.2582229507556178,1.6062266667574264e-09,3.27384148323227,2.5641757649637325,1.0,0.4516129032258064,62,28
2940,NF1_code_potential_somatic,hsa-mir-153,R-2940,-1.0,2.215581646006968,-0.2291114270155751,9.650271467640776e-08,4.371761408657927,3.897656045658005,1.0,0.4516129032258064,62,28
3010,NF1_code_potential_somatic,hsa-mir-153,R-3010,-1.0,2.215581646006968,-0.2565761339237478,2.053728300617385e-09,5.19596111055741,5.077083232588056,1.0,0.4516129032258064,62,28
3013,NF1_code_potential_somatic,hsa-mir-153,R-3013,-1.0,2.215581646006968,-0.2110087742508542,9.505310460501724e-07,3.8952549043862215,3.307848073107992,1.0,0.4516129032258064,62,28
970,NF1_code_potential_somatic,hsa-mir-153,R-970,-1.0,2.215581646006968,-0.2138854443067794,6.694796257126131e-07,4.010205784031461,3.4501574134559063,1.0,0.4516129032258064,62,28
3033,NF1_code_potential_somatic,hsa-mir-153,R-3033,-1.0,2.215581646006968,-0.2488590427240971,6.350913240945085e-09,2.419330522249892,1.654549095000798,1.0,0.4516129032258064,62,28
1067,NF1_code_potential_somatic,hsa-mir-153,R-1067,-1.0,2.215581646006968,-0.2117859563708136,8.650616120013482e-07,4.063606260988841,3.5268644430971845,1.0,0.4516129032258064,62,28
3180,NF1_code_potential_somatic,hsa-mir-153,R-3180,-1.0,2.215581646006968,-0.2539162075642104,3.043488542676446e-09,2.6946451837122294,1.933104435707365,1.0,0.4516129032258064,62,28
3231,NF1_code_potential_somatic,hsa-mir-153,R-3231,-1.0,2.215581646006968,-0.2122546676368957,8.171365401625146e-07,4.499114353089519,4.057643987973532,1.0,0.4516129032258064,62,28
3449,NF1_code_potential_somatic,hsa-mir-153,R-3449,-1.0,2.215581646006968,-0.239396072586641,2.410257863665421e-08,4.103730178924136,3.551542340485354,1.0,0.4516129032258064,62,28
3459,NF1_code_potential_somatic,hsa-mir-153,R-3459,-1.0,2.215581646006968,-0.2213171979514978,2.6463348058232465e-07,3.957083364980644,3.384809268560664,1.0,0.4516129032258064,62,28
1459,NF1_code_potential_somatic,hsa-mir-153,R-1459,-1.0,2.215581646006968,-0.2697739630853107,2.7292555848978216e-10,2.074202362234133,1.3252108435828849,1.0,0.4516129032258064,62,28
3604,NF1_code_potential_somatic,hsa-mir-153,R-3604,-1.0,2.215581646006968,-0.2471311384401758,8.135774248780341e-09,2.68617738307999,1.9419986012712065,1.0,0.4516129032258064,62,28
1645,NF1_code_potential_somatic,hsa-mir-153,R-1645,-1.0,2.215581646006968,-0.2220843045928226,2.4000868079228616e-07,4.0383411340674895,3.4702790701574098,1.0,0.4516129032258064,62,28
158,NF1_code_potential_somatic,hsa-mir-488,R-158,-1.0,2.01181888403224,-0.3043612869112225,8.011157415756363e-13,2.152344961292235,1.3907527289423882,1.0,0.631578947368421,19,12
246,NF1_code_potential_somatic,hsa-mir-488,R-246,-1.0,2.01181888403224,-0.339736897308218,8.742880533841719e-16,2.539719827728878,1.7654244756114437,1.0,0.631578947368421,19,12
257,NF1_code_potential_somatic,hsa-mir-488,R-257,-1.0,2.01181888403224,-0.3056127405492621,6.389726923377961e-13,2.106281356195548,1.3478748447658218,1.0,0.631578947368421,19,12
290,NF1_code_potential_somatic,hsa-mir-488,R-290,-1.0,2.01181888403224,-0.3255277479376022,1.5077845240711622e-14,2.248991020163272,1.4804873002379573,1.0,0.631578947368421,19,12
356,NF1_code_potential_somatic,hsa-mir-488,R-356,-1.0,2.01181888403224,-0.3375939663265794,1.3561105306599537e-15,2.067003855932447,1.3122956870270883,1.0,0.631578947368421,19,12
1459,NF1_code_potential_somatic,hsa-mir-488,R-1459,-1.0,2.01181888403224,-0.2568089504002883,1.983802921168368e-09,2.074202362234133,1.3252108435828849,1.0,0.631578947368421,19,12
2016,NF1_code_potential_somatic,hsa-mir-488,R-2016,-1.0,2.01181888403224,-0.2478201021289663,7.372374369455767e-09,2.8666031340322387,2.090814409491565,1.0,0.631578947368421,19,12
259,NF1_code_potential_somatic,hsa-mir-488,R-259,-1.0,2.01181888403224,-0.3792088702801726,1.4346078592083864e-19,2.46623848803797,1.6939176207126267,1.0,0.631578947368421,19,12
2767,NF1_code_potential_somatic,hsa-mir-488,R-2767,-1.0,2.01181888403224,-0.377618880942032,2.0870819081450371e-19,2.2677087961211133,1.501599607944481,1.0,0.631578947368421,19,12
3348,NF1_code_potential_somatic,hsa-mir-488,R-3348,-1.0,2.01181888403224,-0.3677874817961496,2.025367089197752e-18,2.1485611396860698,1.388045537903873,1.0,0.631578947368421,19,12
1358,NF1_code_potential_somatic,hsa-mir-488,R-1358,-1.0,2.01181888403224,-0.3724482317454196,6.963444744986451e-19,2.3295465114761367,1.5604583159441778,1.0,0.631578947368421,19,12
1829,NF1_code_potential_somatic,hsa-mir-488,R-1829,-1.0,2.01181888403224,-0.3615870392413254,8.161174163417775e-18,2.467450426628385,1.6938021349042127,1.0,0.631578947368421,19,12
2016,NF1_code_potential_somatic,hsa-mir-150,R-2016,-1.0,1.4209430779066023,-0.2072719080456435,1.4878950728194443e-06,2.8666031340322387,2.090814409491565,1.0,1.0,1,1
2053,NF1_code_potential_somatic,hsa-mir-125b,R-2053,-1.0,1.7711040829220497,-0.255617949565838,2.3675752288239893e-09,6.584433419785891,6.744588592214545,1.0,0.9,10,9
158,NF1_code_potential_somatic,hsa-mir-125b,R-158,-1.0,1.7711040829220497,-0.2090212509740458,1.207569903632179e-06,2.152344961292235,1.3907527289423882,1.0,0.9,10,9
246,NF1_code_potential_somatic,hsa-mir-125b,R-246,-1.0,1.7711040829220497,-0.2158063124414489,5.283365889753156e-07,2.539719827728878,1.7654244756114437,1.0,0.9,10,9
257,NF1_code_potential_somatic,hsa-mir-125b,R-257,-1.0,1.7711040829220497,-0.2061372492241386,1.7020100818182084e-06,2.106281356195548,1.3478748447658218,1.0,0.9,10,9
290,NF1_code_potential_somatic,hsa-mir-125b,R-290,-1.0,1.7711040829220497,-0.2182070947813311,3.917987446799618e-07,2.248991020163272,1.4804873002379573,1.0,0.9,10,9
356,NF1_code_potential_somatic,hsa-mir-125b,R-356,-1.0,1.7711040829220497,-0.220843562451474,2.810340000313649e-07,2.067003855932447,1.3122956870270883,1.0,0.9,10,9
378,NF1_code_potential_somatic,hsa-mir-125b,R-378,-1.0,1.7711040829220497,-0.2219721759926199,2.4346509465202096e-07,4.216049271123988,3.692207699046293,1.0,0.9,10,9
646,NF1_code_potential_somatic,hsa-mir-125b,R-646,-1.0,1.7711040829220497,-0.2163440199784425,4.942618735843254e-07,5.937119665783256,5.943413122956448,1.0,0.9,10,9
998,NF1_code_potential_somatic,hsa-mir-125b,R-998,-1.0,1.7711040829220497,-0.2057047295653907,1.7911587164486488e-06,4.074438059940665,3.52113284489798,1.0,0.9,10,9
2123,NF1_code_potential_somatic,hsa-mir-106b,R-2123,-1.0,1.9704427399288504,-0.2071470528552967,1.5101264801141132e-06,2.6244336075690837,1.8507965130390245,1.0,0.9523809523809524,21,20
86,NF1_code_potential_somatic,hsa-mir-106b,R-86,-1.0,1.9704427399288504,-0.248458564338609,6.7272565877390926e-09,2.4667394690107503,1.6915014286524772,1.0,0.9523809523809524,21,20
97,NF1_code_potential_somatic,hsa-mir-106b,R-97,-1.0,1.9704427399288504,-0.2369232021688853,3.3843868335112584e-08,2.1832547465268184,1.419849287674918,1.0,0.9523809523809524,21,20
117,NF1_code_potential_somatic,hsa-mir-106b,R-117,-1.0,1.9704427399288504,-0.2028049294828121,2.51516558371082e-06,2.382624952331475,1.6108589439244307,1.0,0.9523809523809524,21,20
192,NF1_code_potential_somatic,hsa-mir-106b,R-192,-1.0,1.9704427399288504,-0.2348279079964752,4.49901743672025e-08,2.217701378816112,1.451193206870159,1.0,0.9523809523809524,21,20
207,NF1_code_potential_somatic,hsa-mir-106b,R-207,-1.0,1.9704427399288504,-0.2416632661964647,1.7598539125444854e-08,2.2315144624923047,1.4640516504780046,1.0,0.9523809523809524,21,20
232,NF1_code_potential_somatic,hsa-mir-106b,R-232,-1.0,1.9704427399288504,-0.2368989404437115,3.395613680119839e-08,2.182878861864745,1.4205752045111733,1.0,0.9523809523809524,21,20
350,NF1_code_potential_somatic,hsa-mir-106b,R-350,-1.0,1.9704427399288504,-0.240164359082399,2.1673638676629883e-08,2.3041431086775708,1.532834337976115,1.0,0.9523809523809524,21,20
2412,NF1_code_potential_somatic,hsa-mir-106b,R-2412,-1.0,1.9704427399288504,-0.2070605650442947,1.5257126108943703e-06,2.3983666976384463,1.625632174021974,1.0,0.9523809523809524,21,20
371,NF1_code_potential_somatic,hsa-mir-106b,R-371,-1.0,1.9704427399288504,-0.2149241851314718,5.891819867942226e-07,2.440907670113204,1.6667633419119898,1.0,0.9523809523809524,21,20
378,NF1_code_potential_somatic,hsa-mir-106b,R-378,-1.0,1.9704427399288504,-0.2008015235718579,3.170952485617401e-06,4.216049271123988,3.692207699046293,1.0,0.9523809523809524,21,20
395,NF1_code_potential_somatic,hsa-mir-106b,R-395,-1.0,1.9704427399288504,-0.2408881000469718,1.960337472560724e-08,2.516726658290712,1.7414063316623665,1.0,0.9523809523809524,21,20
397,NF1_code_potential_somatic,hsa-mir-106b,R-397,-1.0,1.9704427399288504,-0.2089376648976161,1.2197246166241996e-06,2.385911735205432,1.6136426528893053,1.0,0.9523809523809524,21,20
